ID,Target_Death_Rate,RateOfIncidence,Income,Poverty%,Age,Ages_men,Ages_women,Location,SizeOfHousehold,Married%,Edu_less_HS,Edu_HSD,Edu_Clg,Edu_Bachdegree,Edu_HSD25,Edu_Bachdegree25,16+_Employed,16+_Unemployed,Prv_Public_HealthCov,Prv_HealthCov,Employ_PrvCov,Gov_HealthCov,Gov_HealthCov_Alone,White_Residents,Black_Residents,Married,Rate_Of_Birth
1628,148.9,395.9,43482,19.9,28.5,27.6,29.9,"Latah County, Idaho",2.33,45.5,9.27,15.2,,11.8,19.8,27.8,58.6,7.6,80.5,67.5,52.6,21.5,9,93.00190407,0.654685829,46.33289125,4.020530368
1629,142.6,435.5,37869,18.2,51.2,51.2,51.2,"Lemhi County, Idaho",2.03,57.8,12.5,60,25.4,2.2,33.7,15.5,48.1,6.1,63.2,36.8,27.4,44.3,18.4,95.78947368,0.346598203,49.31470035,5.332359386
1630,185.6,538.6,39918,13.7,48.2,46.7,49.2,"Lewis County, Idaho",2.31,55.6,41.2,34,,0,34.3,11.1,50.7,6.5,56.4,36.4,30.5,41.8,16.8,89.19202518,0.078698846,51.69230769,4.80349345
1631,145.9,460,44046,14.1,33.8,34.2,33.6,"Lincoln County, Idaho",3.21,59.5,16,52.3,,0.7,38.3,8.2,58.6,6,51.1,33.4,25.9,34.2,21.4,88.6121673,0,64.90147783,6.751054852
1632,180.1,466.9,46214,14.6,41.6,39,43.7,"Nez Perce County, Idaho",2.4,50.4,8.9,33.8,,6.8,30.7,16.7,58.1,6.1,69.8,51.3,44.4,34.3,14.9,89.75338747,0.392166721,48.72639165,6.338028169
1633,141,349.5,46503,13.9,39,38.4,39.6,"Oneida County, Idaho",2.66,61,17.1,61.3,,1.6,38.4,10.1,54.5,6.7,74.6,55.1,46.8,32.9,11.7,96.91401649,0,60.68268015,5.384615385
1634,166,457.5,45533,14.2,38.5,36.2,40.7,"Payette County, Idaho",2.77,55.5,27.1,37.2,,2.3,33.1,11.4,54.4,10.1,59.4,43.4,36.6,34,18,93.2907489,0.431718062,57.26034123,8.451001054
1635,114.3,385.5,48048,15.7,34.2,33.4,34.4,"Power County, Idaho",2.99,55.5,26.1,39.1,,0.7,39.8,9.5,57.4,9.4,60.6,46.6,38.8,36,24.4,85.17656189,0.323373432,53.96020289,12.93684856
1636,225.1,497.6,36577,18.9,47.1,46.3,47.7,"Shoshone County, Idaho",2.16,55,23.1,43.3,,4.1,36.2,9.7,47.8,11.8,59.9,41.4,35.8,40,18.9,95.28279373,0.318192666,49.00210084,8.244897959
1637,114.2,376.2,57644,11.6,35.2,35.2,35.3,"Teton County, Idaho",2.85,52.9,23.6,47.1,,10.4,20.1,30.3,70,8.5,67.5,57.4,40.7,19.7,12.7,92.34807973,0.233349538,54.25797503,7.958199357
1638,167.4,467.4,46061,14.2,40.6,39.1,42.4,"Adams County, Illinois",2.44,52.6,14.9,33.3,,8.6,36.1,14.1,60.6,6.8,68.1,51.7,45.1,38.2,20.6,93.11429466,3.784976372,51.07688874,5.866611774
1639,171.7,492.1,49886,16.2,40.1,38.8,41.6,"Bond County, Illinois",2.57,47.5,11.2,-,,1.4,39.8,10.4,52.8,6.4,68.1,52.7,46.7,40.2,22.4,90.75261364,5.556518223,52.40728692,5.736868944
1640,163.7,447.8,58792,10.2,38.2,37.3,39.2,"Boone County, Illinois",2.95,55.1,21.3,31.3,,9.3,36,12.6,60,9.7,71.2,58,53.4,30.8,17.2,87.41156153,2.211658094,59.52341552,5.621301775
1641,194.4,502.6,50750,12.6,47.5,46.3,48.5,"Carroll County, Illinois",0.0222,56.1,15.2,40.6,,7.7,43.3,11.2,55.7,8.1,70.5,50.6,43,38.6,17.6,95.74567868,1.226048506,51.66994106,4.903978052
1642,152.5,450.2,47966,22.6,29.3,28.2,30.7,"Champaign County, Illinois",2.38,39.3,4.3,14.3,,14.3,22.8,22.3,59.6,6.5,77.3,65.5,54.5,24.6,13.5,73.38384378,12.5880855,39.72870157,3.467190704
1643,199.1,467,50645,13.9,43.4,42.1,44,"Clark County, Illinois",2.4,57,11.9,36.9,,11,38.2,12.1,57.7,8.5,63.6,44.8,37.8,43.6,24.4,97.27705922,0.31561359,54.15977133,5.790960452
1644,190,521,45709,13.6,42.8,42.1,44.4,"Clay County, Illinois",2.39,56.5,17.7,37.1,33.7,11.5,38.6,11.1,57.7,6.7,62.2,41.9,35.9,46.2,24.8,97.74701811,0.544838757,54.57013575,6.40518172
1645,167,475.8,60556,9.9,40.1,38.5,42.2,"Clinton County, Illinois",2.59,53,17.4,25.4,,8.6,32.7,15.2,62.7,4.9,80.2,63.6,55.3,28.1,12.4,93.88067178,3.445912099,57.13255445,3.719306692
1646,176.1,464.1,41319,22.9,33.3,32.5,34.1,"Coles County, Illinois",2.31,42,6.4,14.8,,11.2,32.2,14.1,55.9,9.7,69.2,53.8,45.8,34.3,19.1,92.93323529,3.459848785,43.22746048,4.437890116
1647,177,470.8,55058,17.1,35.9,34.7,37.1,"Cook County, Illinois",2.65,41.9,14.9,26.7,,15.5,24,21.5,59,10.7,61.5,,46.3,32.6,22,56.84258229,64664.87999,41.00879123,4.994880839
1648,171.7,485.5,56536,14.7,30.3,29.9,30.9,"DeKalb County, Illinois",2.65,41.4,32.5,20.4,,10.6,26.3,18.6,61.7,10.4,73.3,,51.9,27,16,83.73185107,6.914562269,45.12060962,4.533178353
1649,195.5,512.9,55193,10.9,42.8,40.9,23.5,"De Witt County, Illinois",2.36,56.5,16.7,44.7,,8.3,38.6,13.7,61,7.7,72.5,,46.3,35.9,17.7,96.18623383,0.500366122,52.6754386,8.025966362
1650,152.7,461.9,80037,7.9,38.8,37.4,40.2,"DuPage County, Illinois",2.72,55.6,10.1,26.3,,18,19,28.3,65.1,7,79,67.4,59.8,22.8,11.7,79.4271785,4.707376947,57.95795707,4.783276672
1651,177,461.5,45485,15.1,43.4,41.9,45.1,"Edgar County, Illinois",2.29,56.3,17.6,36.4,,6.1,39.2,12.5,,9.6,67.2,48.6,43.2,40.8,21.1,98.17696754,0.550244553,52.3587351,6.41025641
1652,189.9,517.6,46894,11.6,43.7,41.6,44.9,"Edwards County, Illinois",2.37,55.1,12,26.5,,7.3,36.8,8,56,8.3,69.3,49.9,42.5,39.9,20,97.60866296,0.556474658,52.20825853,9.853733641
1653,129.9,480.8,86413,6.3,38,37.3,38.4,"Forsyth County, Georgia",3.14,62.6,19.3,30.2,39.2,11.3,19.3,31.1,63.7,6.2,79.6,69.9,61.5,16.8,8.1,84.90389123,2.905684992,70.02327635,5.246691229
1654,198.3,493.5,38055,24.4,40.9,39.6,42.8,"Franklin County, Georgia",2.54,52.6,19.2,37.6,,3,38.3,8,45,8.4,53.3,38.2,34.5,42.7,24.7,85.45906829,9.60651289,52.2945571,6.796906797
1655,165.3,476.5,55516,17.4,34.8,33.9,35.7,"Fulton County, Georgia",2.5,38.3,13.3,21.6,,15.5,18,30,60.6,9.9,67.8,58.2,50.2,24.6,15.1,45.64891051,44.06216873,36.35648244,4.41557191
1656,136.4,408.2,40010,19.7,45.1,44.2,45.9,"Gilmer County, Georgia",2.58,59.3,25.4,42.9,28.9,2.8,35.5,10.9,46.7,10,51.5,35.1,27.8,41.1,22.7,92.35517734,1.196247341,58.65270824,6.54966528
1657,211.1,488.4,39643,19.4,40,38.6,43,"Glascock County, Georgia",2.67,54.7,14.5,51.7,,3.3,44.6,5.1,56.2,7.1,66.6,50.8,48,27.8,12.9,88.37058633,6.932296728,57.98394291,0.855920114
1658,168.9,449.1,46737,19.3,40.5,39.5,41.5,"Glynn County, Georgia",2.49,48.9,20.5,39.8,,5.4,28.2,16.4,56.2,9.3,58.7,43.3,35.5,36.2,20.2,66.78247679,25.66213621,46.22883848,5.647184414
1659,199.1,434.1,35237,26.2,39.1,36.7,41.2,"Grady County, Georgia",2.7,47.3,20.8,38.3,,0.8,36.8,7.4,47.7,10.5,44.2,32.3,26,43.4,27.9,64.72685497,28.73667948,47.69147789,3.794871795
1660,146.1,439.6,59858,13.4,414,33.3,35.6,"Gwinnett County, Georgia",3.12,52.2,17.2,31.8,,9.5,23.4,23.3,63.6,8.3,65.2,56.4,49.1,21.8,13.8,52.2409495,25.37027166,56.50014415,4.837677143
1661,180.5,477,40994,15.3,38.8,38.1,39.3,"Habersham County, Georgia",2.74,53.7,20,36.2,38,5.8,34,10.1,49.1,7.7,60.3,46.1,41.1,33.8,18.2,87.82364969,3.848186183,57.34660926,
1662,160.6,349.7,26309,35.3,43.9,41.2,47.8,"Hancock County, Georgia",2.49,30.2,46.6,35.4,,4,40.6,5.9,28.6,14.6,54.8,37.8,30.4,45.1,24.5,24.53552528,73.22373607,33.64120782,3.166561115
1663,213.9,500.5,40387,18.8,40.3,37.9,41.4,"Haralson County, Georgia",2.63,55.2,19.9,39.5,,6.1,37.7,8.4,49.6,12.3,58,45.5,42.7,36.9,22.6,91.40556625,4.908104323,55.69738191,6.089508437
1664,139.4,417,66249,9.5,43.1,42.2,44,"Harris County, Georgia",2.79,56.7,14.2,25.1,52.4,8.3,27.4,15.7,56.9,8,73.7,56,47,28.8,13.6,78.50256285,16.30461313,62.51512532,5.808219178
1665,166.4,425.6,38564,21.4,43.2,40.8,44.7,"Hart County, Georgia",2.48,52.9,27.7,41,,5.1,37.9,8.4,46.8,6.2,55.6,42.2,37.8,38.8,21.8,77.32371166,19.97411562,50.8789553,8.220466516
1666,178.8,475.7,-,19,40.1,39.7,40.5,"Heard County, Georgia",2.65,52.2,28.4,30.1,36.2,5.3,43.2,6.7,49.6,12.1,53.3,41.8,37.4,39.7,26.3,87.07928037,9.830420935,51.36070111,5.545147996
1667,175.9,477.6,60388,13.7,36.3,34.9,37.5,"Henry County, Georgia",3,50.6,19.3,34.5,40.2,6,30.5,17.9,57.7,10.3,69.1,,49.7,26,15.3,52.71237566,39.24883695,54.53251946,3.860213737
1668,174,437.6,53027,17.2,34.8,33.3,36.1,"Houston County, Georgia",2.72,51.7,13.5,36.7,,6.2,30,14.3,56.6,9.7,69.3,52.8,40.9,29.7,15,61.53215423,29.31896727,51.96295401,5.666906226
1669,192.8,434.9,35955,25.3,39,35.5,41.8,"Irwin County, Georgia",2.71,47.3,22.8,39.9,,6.1,44.2,5,42.3,6.8,48.5,35.4,32.4,43.1,27.6,68.56930272,28.47576531,49.2949111,5.602094241
1670,171.6,411.6,35235,24.8,36.1,36.1,36.1,"Jeff Davis County, Georgia",2.75,54.9,46.4,22.7,,10.5,40.2,5.7,50.4,6.6,45.8,35,30.7,42.3,28.3,76.05070047,16.27084723,53.23834197,4.831625183
1671,211.2,461.6,30835,26.4,38.4,36.1,41.1,"Jefferson County, Georgia",0.0261,41.6,31.6,35.7,,0.5,41.2,7.3,39.9,17,43.3,32.2,26.8,42.4,27.7,43.3675339,54.50714547,40.59765561,4.429860541
1672,215,409.5,30678,34.6,40.7,36.1,46,"Jenkins County, Georgia",2.53,37.6,31.3,28.8,36,3.9,36.8,7.5,43.9,10.3,44.9,,27.5,45.3,28.9,62.64290518,33.53508182,34.62088698,3.774792067
1673,167.8,384.8,29818,30.4,39.6,39.1,40.7,"Johnson County, Georgia",2.8,42,30,35.8,,1.5,39.3,5.1,48.3,9,52.2,40.4,34.1,39.8,24.8,62.57913008,34.55176639,48.98454077,2.640934485
1674,204.1,506.7,40339,21.3,38.6,39.1,37.9,"Lamar County, Georgia",2.62,45.3,19.8,27.4,,0.8,37.9,11.4,46.5,15.6,58.4,43.4,34.4,36.9,20.6,65.46317765,30.55095506,49.75897994,4.34410443
1675,169.7,451.7,35807,25.4,38.5,37.1,39.7,"Laurens County, Georgia",2.65,45,24.3,41.3,,3.8,43.6,7.7,45.5,6.6,57.4,43.9,40,39,22.8,61.32690139,36.13373429,45.14172336,4.598218303
1676,192.8,520.4,64533,11.8,36.7,35.9,37.3,"Lee County, Georgia",2.76,56.4,22.6,23.2,,10,28.6,13.7,59.1,7.2,73.5,60.6,52.2,24.5,14.1,75.03972915,19.8991225,61.04842736,5.414364641
1677,180.9,366.5,43193,21.9,31.2,31.3,31.1,"Long County, Georgia",3.27,47.6,15.9,53.4,,1.7,36.9,10.8,46.6,15.6,60.5,45.1,29,31.3,21.8,64.73957077,23.37834579,51.32549332,5.82010582
1678,180.9,485,38887,24.5,29.4,28.4,30.4,"Lowndes County, Georgia",2.78,40.6,13.9,25.7,55,5.4,28.3,14.2,51.8,13,58.5,45.8,33.8,31.5,19.3,57.79175464,36.12801781,42.70748576,6.143722718
1679,158.1,536.1,44653,18.6,36,35.5,36.6,"Lumpkin County, Georgia",2.66,47.5,9.3,23.2,58.6,8.9,28.6,18,55,8.2,66.3,50.9,40.6,28.9,15.4,94.64441642,2.263833641,50.8388959,3.509433962
1680,219.5,467.6,37413,27.6,38.2,37.1,38.7,"McDuffie County, Georgia",2.61,48.4,35.2,27.4,,2.3,38.6,9.2,50,9.5,54.9,36.4,31.9,37.9,21.3,56.31081457,41.81262163,47.41114254,5.374121538
1681,143.9,351.3,37603,23.3,47.6,46.8,47.6,"McIntosh County, Georgia",2.63,47.8,3.3,51.6,,2.1,35.8,7.9,,8.8,54.3,39,32.6,42.1,23.5,61.53351895,34.87541943,45.9592145,2.708877285
1682,214.9,460.3,29430,34.1,40.5,40.1,42.7,"Macon County, Georgia",2.62,34.5,43.7,25.1,,1.8,37.8,5.3,38.3,18.7,49.2,,30,40.8,22.4,36.81737273,59.49448202,37.7028181,6.381381381
1683,173.9,456.9,37243,23.6,42.1,40.4,43.8,"Meriwether County, Georgia",2.65,48.7,35.9,30.1,28.9,5.1,39,5.9,45,12.8,51.2,,34.6,42.6,25.2,57.56679345,38.31056017,47.19879139,6.365870002
1684,200.8,450.6,35276,25.1,41,40.3,43.7,"Miller County, Georgia",0.0242,49.6,23.7,42.2,,3.4,40.3,8.1,50.6,6.5,52.6,38.6,33.3,43.6,26.8,68.66576819,31.06469003,46.04377104,2.32
1685,179.7,511.7,32711,32.6,37.6,35.3,40.5,"Mitchell County, Georgia",2.55,39.8,34.2,41.8,,1.3,39.8,7.6,43.8,13.5,46.6,,30.8,42.1,26.3,49.2515882,47.47193456,41.19164619,7.192480588
1686,182.4,476,48058,19.4,429.6,33.5,37.2,"Newton County, Georgia",2.92,44.4,22.2,33.9,,3.2,32,13.7,56,11.8,60.6,,42.8,33.6,20.9,53.90910419,41.73315797,47.2359343,6.215613383
1687,173.2,495.4,63964,10.7,35.1,34.1,35.8,"Paulding County, Georgia",2.99,57.5,14.2,39.2,,5.2,35.6,15.2,63.4,8.7,72.3,61.4,55,22.6,12.9,78.01085482,17.54613297,61.33374058,4.002336389
1688,221.1,487.9,40550,21.7,34.7,33.1,35.5,"Peach County, Georgia",2.5,44.7,8.7,23.3,,5,30.1,13.2,52.7,11.3,60.9,43.7,37,33.9,17.6,47.53378129,968868.99,46.71562217,2.874946891
1689,176.4,512.6,51047,12.3,44.7,44.2,45.5,"Pickens County, Georgia",2.61,62.8,16.9,43.3,,4.7,30.8,15.9,52.3,8.3,68,50.3,41.7,34.5,15.8,95.3463349,1.445864156,63.72496899,5.382482466
1690,219.8,469.3,40526,18.9,39,36.2,40.3,"Pierce County, Georgia",2.72,50.2,21.4,44.9,,2.8,39.3,7.7,,8.9,54.2,41,35.2,37.7,21.4,86.42653428,7.821907679,51.56748911,7.704581719
1691,224.3,472,50395,13.7,38.9,38.5,39.7,"Pike County, Georgia",2.92,56.2,12.8,41.9,,3.9,39.2,9.7,52.4,10.4,65.2,52.4,44.8,28,15.5,87.31753874,11.2732989,62.30679741,3.422926717
1692,127.1,341.5,36128,23.9,41.3,39.9,41.6,"Pulaski County, Georgia",0.0255,41.2,21.9,41.6,,2.5,43.6,6.2,40.8,7.4,54.2,40.1,35.3,41.5,25.7,62.88179465,33.57204487,47.32708386,3.860242322
1693,169,466.6,38449,20.6,47.8,47.1,48.7,"Rabun County, Georgia",2.34,55.1,25.9,37.6,,4.6,34,15.5,45.2,7.3,50.8,34,28.3,40.6,21.9,92.57346613,1.887372433,51.99587568,5.049875312
1694,127,374.8,25807,36.3,39.2,35,44,"Randolph County, Georgia",2.54,40.7,36.4,34.4,25.9,3.3,35.3,7.1,43.9,10.4,41.8,29.3,20.9,47.8,30.8,34.76418319,61.88653452,39.83536149,10.85271318
1695,197.6,453.5,36012,26,33.3,31.6,35.6,"Richmond County, Georgia",2.68,35.2,20,38,,7.3,31.1,12.7,48.6,12,56.6,,32.6,38.9,23.4,39.07328196,54.83056868,34.5491049,6.251597303
1696,162.1,437.7,48287,17.3,37.5,35.6,39.3,"Rockdale County, Georgia",2.91,46.4,18.8,40,,5.8,31.2,17.4,55.9,11.2,62.2,49.3,44,28.6,15.8,44.24805238,49.2894213,48.17540425,5.788659325
1697,151.3,358,39601,20.1,38.4,38.1,38.5,"Schley County, Georgia",2.7,53.4,15.6,28.3,,0,34.4,9.4,51,12.4,51.7,38.1,34.5,38.1,21.1,73.64998029,23.94560505,51.72964343,6.255585344
1698,180.1,446.2,37672,26.4,45.1,44.6,45.5,"Seminole County, Georgia",2.62,46.9,30.4,23,,3.4,40.3,9,,9.4,51.1,,31.3,43.1,25.7,64.15782871,33.49298666,47.7128143,2.387267905
1699,196.2,511.1,35555,27.4,38.2,36.3,40,"Spalding County, Georgia",2.76,44.8,25.8,34.4,36.8,2.9,36.5,10,47.2,12.4,54.3,41.6,37,39.8,23.9,63.07203357,32.89652905,45.6838491,5.051532411
1700,213.1,476.6,36870,20.9,41.2,0,42.2,"Stephens County, Georgia",2.7,54.9,25,28.2,,5,38.3,8.4,49.9,10.6,59.1,42.7,38.3,39.3,21.8,84.03981265,12.19750195,57.56686236,7.304204452
1701,228.8,512.8,27635,39.4,38,33.8,46.3,"Stewart County, Georgia",2.48,23.1,55.1,37.9,,0,35.6,8.7,29.3,14.5,41.3,28.2,23.6,47.1,27.9,29.77164281,48.68779823,22.99248989,2.584269663
1702,181.7,460,34017,33.9,34.6,32.6,36.6,"Sumter County, Georgia",2.58,37.6,17.8,28.8,,4.7,31.4,9.3,46.5,14.4,49.3,36.1,29.7,45.7,31.3,42.57532852,51.66247733,38.83188635,6.812933025
1703,178,453.5494221,46495,12.8,49.2,47.6,50.4,"Big Stone County, Minnesota",2.18,63.2,43.3,20.7,,6.1,42.4,13.4,57.6,3.3,76.1,53.5,35.3,38.7,14.9,98.03272302,0.194779899,56.35407537,7.09382151
1704,148.8,453.5494221,88500,4.8,36.9,36.1,37.6,"Carver County, Minnesota",2.76,62.3,13.1,26.7,45.7,14.5,21.2,32,73.2,3.8,87.5,76.6,68.6,17,7.4,93.04706681,1.187901583,64.90514511,5.473379087
1705,167.2,453.5494221,51274,11.5,43,42.5,44.3,"Chippewa County, Minnesota",2.36,56.4,22.7,29.7,,4.9,36,11.8,65.6,2.6,68.5,,40.2,39.5,21.4,93.8785585,0.814546651,53.27640985,8.914100486
1706,149,453.5494221,75122,6.2,40.2,38.7,41.4,"Chisago County, Minnesota",2.63,57.2,19.1,37.8,,5.6,34.6,15.6,64.7,5.5,80.1,65.2,58.9,27,12.2,95.46011814,1.162833897,60.30391761,5.001246158
1707,161,453.5494221,55560,13.3,32.4,32,32.9,"Clay County, Minnesota",2.51,49.6,5.2,24.4,,7.4,27.3,22.8,68.8,4.3,78.8,,57.8,26.5,13.5,92.60500337,2.005617701,51.69798007,6.780928638
1708,153.8,453.5494221,48176,12.9,42.8,42,44.2,"Cottonwood County, Minnesota",2.38,57.7,29.4,36.8,27,6.8,36.2,13.9,59.2,4.9,70.6,,36.5,43.5,20.6,90.85281981,0.618982118,53.63046662,8.062360802
1709,154.4,453.5494221,76269,7.3,37.5,36.5,38.6,"Dakota County, Minnesota",2.59,55.2,13.4,30.2,43,13.4,21.6,27.8,,5,82.2,,63.7,22.7,10.6,84.13195057,5.216718569,54.81702095,5.401029725
1710,153.6,453.5494221,68777,7.6,37.9,36.9,39,"Dodge County, Minnesota",2.67,59.6,13.3,38.6,,7,33.5,18.1,71.4,3.5,81.8,67.3,60.1,24.7,12,97.25480532,0.537210448,59.42297512,6.386701662
1711,160.9,453.5494221,52298,9.6,44.1,42.4,45.9,"Douglas County, Minnesota",2.32,59.8,11.5,25.3,,9.1,29.9,17.8,63.8,4.5,77.9,56.8,46.3,35.2,14.1,97.72255598,0.576187875,56.35323607,6.190278355
1712,152.7,453.5494221,52444,11.6,43,41.7,44.4,"Fillmore County, Minnesota",2.4,59.1,21.7,31.1,,5.9,35.7,13.8,64.5,4.3,74.8,56.1,46.5,33.2,14.3,98.26320587,0.407810776,55.92544836,5.655206776
1713,164.1,453.5494221,47203,12.5,44.6,43.1,46.4,"Freeborn County, Minnesota",2.33,52.7,15.9,36.6,42.2,5.3,36.7,11.5,61.5,4.9,70.3,51.7,43.6,39,19.6,95.12574036,1.129559504,49.27268529,5.846508564
1714,161.6,453.5494221,60869,9.6,43,41.3,44.4,"Goodhue County, Minnesota",2.42,55.8,14.8,36.9,38.9,9.4,33,16.8,63.9,5.3,77.2,,51.6,31.3,13.9,95.17001962,1.11262048,54.15846326,6.13624545
1715,156.8,453.5494221,64490,13,36.1,35.3,37.2,"Hennepin County, Minnesota",2.39,47.2,12.1,22.5,,19.9,17.8,30.3,67.9,6,75.4,63.3,56.1,27.3,15.2,74.27382081,12.16571379,43.89529902,5.881342381
1716,156,453.5494221,47944,12.2,48,47.7,48.4,"Hubbard County, Minnesota",2.32,62.6,19.9,42.5,,6.1,31.8,16.7,56.6,5,67.9,,36.7,44.9,21.7,94.527073,0.554097404,58.75725504,3.229308005
1717,173.3,453.5494221,44113,15.3,47.4,46.9,47.9,"Koochiching County, Minnesota",2.18,55,18.8,34.7,,6.7,36.5,13.5,54.4,7.8,62.3,43.6,37.3,47.5,26.8,93.71840049,0.880956029,49.86310746,3.367670365
1718,145.6,422,48245,10.4,49.8,47.8,51.6,"Lac qui Parle County, Minnesota",2.24,61.2,23.3,33.7,,4.5,38.3,13.6,60.8,3.7,78.6,54.8,38.5,38.4,14,96.95286914,0.626512886,55.75048733,6.786941581
1719,164.5,453.5494221,52381,10.5,50.2,50,50.5,"Lake County, Minnesota",2.06,62.3,13.3,41.9,,4.8,36.2,15.5,54,4.8,71.9,49.5,44.3,42.5,19.8,97.03255814,0.111627907,54.17731472,7.011070111
1720,172.7,453.5494221,44727,10.7,50.3,51.3,48.7,"Lake of the Woods County, Minnesota",2.4,52.3,12.9,62.5,18.8,5.8,44.8,12.4,59.9,4.8,69.4,,41.1,40.1,19.4,94.27703216,0.582425931,51.32470733,5.924855491
1721,166.9,453.5494221,61665,8.9,41.3,41.2,41.3,"Le Sueur County, Minnesota",2.52,58.4,12.8,38.9,,8.7,35.5,15.4,66.9,5.3,78.7,63.2,56.1,29.6,14.3,95.36579204,0.591908182,57.7359535,7.140456989
1722,146.8,453.5494221,48449,10.2,46.5,45.1,48.4,"Lincoln County, Minnesota",2.25,59.1,17.9,31.6,,11.3,40.5,15.8,63.9,2.8,78.6,58.2,45,33.7,12.2,97.2107438,0.378787879,54.22507008,5.539070228
1723,163,453.5494221,53552,11.5,35.1,33.8,36.5,"Lyon County, Minnesota",2.46,51.3,7.3,,61.3,7.9,35.1,18.6,69,5.3,76.7,62.4,51.4,29.5,15.3,89.67664111,2.926183898,50.33139185,5.799293999
1724,215.7,453.5494221,39926,19.6,36.3,35.6,37.3,"Mahnomen County, Minnesota",2.71,46.3,27.5,41,26.8,4.7,37.1,9.8,56.2,9.2,47.9,32.9,27.7,48.3,30.4,48.76273654,0.564046579,44.27786107,8.348623853
1725,162.5,453.5494221,52042,12.2,45.4,44.4,47.6,"Martin County, Minnesota",-,54.9,19.6,29.7,,6.3,38.6,15.1,62.5,3.5,72.5,52.3,42.8,38.8,17.2,97.57739558,0.348894349,50.45861171,7.700101317
1726,151.2,453.5494221,54354,10,42,41.8,42.2,"Meeker County, Minnesota",2.48,60.4,20.2,37.2,,4.5,38.3,13.6,63.6,4.7,75.7,58,49.8,32.6,13.4,97.32802975,0.436681223,57.3795509,6.093113066
1727,190,453.5494221,48434,12,40.3,38.9,41.7,"Mille Lacs County, Minnesota",2.52,51.9,18.4,33.4,38.6,9.6,38.3,10,58.4,7.7,69.7,52.2,44.7,38.4,19.2,91.26661242,0.573443372,50.5574358,6.653151493
1728,133.3,453.5494221,61279,10.2,35.7,35.6,35.7,"Nicollet County, Minnesota",2.39,50.8,3.8,14.8,,8,27,22.3,70.4,4,80.7,65.5,57.5,28,13.1,93.60756816,2.436075682,52.822868,5.329918283
1729,138.1,453.5494221,50684,13,36.6,35.6,37.6,"Nobles County, Minnesota",2.71,54.1,2.9,29.3,24.9,4.7,34.3,10.1,63,6.9,67.3,52.1,42.5,33.3,18.1,80.98399963,3.983953521,53.9275695,7.86717183
1730,169.9,453.5494221,51597,13.4,45.4,44.4,47.1,"Norman County, Minnesota",2.4,56.2,14.4,31.8,46.8,7,38.5,12.4,57.9,5.1,70.3,50,39.2,40.5,18.8,93.21578004,0.508069337,54.91202346,6.289308176
1731,174.2,453.5494221,50905,9.3,39.1,36.6,40.3,"Pennington County, Minnesota",2.34,49.7,13.4,27.5,52.8,6.3,36,11.8,68.5,3,75.5,58.4,52.1,33.9,17.6,93.75620128,1.658398299,45.21959459,5.893845653
1732,161.7,453.5494221,42157,17.5,43.7,42.3,45.3,"Pine County, Minnesota",2.42,51,14.8,40.7,,3.4,42.6,9.1,53,7.4,68.4,48.2,42.1,40.4,19.5,91.61133548,2.132247245,50.62934601,4.865649964
1733,184.4,453.5494221,50175,12.7,38.9,36.9,41.5,"Polk County, Minnesota",2.37,52.8,14.9,26.5,,5.1,31.1,16.3,63.9,4.6,72.5,56.1,46.4,34.5,17.9,92.85193521,1.157003836,51.04928083,7.867590454
1734,157.6,453.5494221,48188,9.2,42.3,41.5,42.9,"Red Lake County, Minnesota",2.43,57.5,12.9,34.9,43.5,8.6,40.9,11.8,65.8,3.5,72.9,55.9,49,36,18.6,94.97660675,0.664860872,54.60565924,10.14120668
1735,180.7,453.5494221,49934,12.4,43.2,41.7,45,"Redwood County, Minnesota",2.43,54,17.3,35.1,,10,37.9,13,61.8,4,71.6,52.4,39.4,36.5,17.1,89.44221841,0.712332252,51.81544316,5.74439157
1736,176.5,453.5494221,54386,11.3,44.5,43.5,45.5,"Renville County, Minnesota",2.34,57.1,16.1,40.8,34,9.1,37.5,12.2,62.1,5,76.2,55.4,43.1,35,15.1,94.04785446,0.75802518,54.09241445,5.738255034
1737,147,453.5494221,55352,9.6,41.1,40.3,42.4,"Rock County, Minnesota",2.37,61,14.4,36.7,,6.7,38.5,15,63.5,3.7,73.8,57.2,44.4,34.2,16.9,96.60148489,0.533305448,56.98651056,11.04133961
1738,158.2,453.5494221,53838,9.2,41.2,41.1,41.3,"Roseau County, Minnesota",2.44,59.7,18.9,40.7,36.8,3.6,37.3,14.2,69.1,2.7,80.4,62.6,55.1,29.6,12.5,93.61511367,0.685238553,56.07787274,6.330669945
1739,184.8,453.5494221,49714,17,40.9,39.4,42.7,"St. Louis County, Minnesota",2.26,47.7,9,21.7,59.4,9.9,29.5,18.2,,6.9,74,,49.1,35.3,16.9,92.66954605,1.546587135,45.37228695,4.901104316
1740,153.9,453.5494221,91688,5.5,35.5,35.2,35.9,"Scott County, Minnesota",2.9,60.3,15.6,27.9,,14.9,23.4,28.1,73.2,4.6,85.5,75.5,68,16.8,8,85.67236131,2.941262143,64.00598227,6.064705544
1741,170.5,453.5494221,76512,7.2,35.3,34.9,35.7,"Sherburne County, Minnesota",2.89,57.2,16.4,34.3,,7,26.6,19.2,69.6,5.2,82.3,,64.5,22.3,11.6,93.96466853,1.973429497,62.64473082,6.543533237
